title,description,cyber,innovation,acquisition,cybersecurity,toc,intelligence,theory of constraints,tesseract,intelligence analysis,python data science,training,mbse,digital engineering,digital,afit,cyber security
Maj Gen Linda Hurry Keynote,"['maj', 'gen', 'linda', 'hurry', 'director', 'logistics', 'delivers', 'keynote', 'address', '2022', 'theory', 'constraint', 'summit', 'joint', 'base', 'andrew', 'md', 'video', 'gen', 'hurry', 'give', 'candid', 'perspective', 'discussion', 'innovation', 'process', 'advancement', 'driving', 'change', 'air', 'force']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Persistent Mission Generation ,"['col', 'jim', 'hartle', 'associate', 'director', 'logistics', 'discus', 'air', 'force', 'a4', 'basing', 'logistics', 'enterprise', 'strategy', 'delivers', 'persistent', 'mission', 'generation', 'highlight', 'way', 'theory', 'constraint', 'innovative', 'airman', 'enable', 'priority', 'strengthen', 'national', 'defense']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Senior Leader Panel ,"['hear', 'directly', 'air', 'force', 'logistics', 'a4l', 'senior', 'leader', 'maj', 'gen', 'linda', 'hurry', 'mr', 'tony', 'baity', 'col', 'jim', 'hartle', 'sat', '2022', 'theory', 'constraint', 'summit', 'discus', 'sustainment', 'air', 'force', 'process', 'hear', 'summit', 'attendee', 'n t', 'miss', 'one']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Tesseract's How to Kickstart ToC and Closing Comments,"['tesseract', 'senior', 'enlisted', 'leader', 'slingshot', 'co founder', 'discus', 'kickstart', 'toc', 'organization', 'video', 'also', 'includes', 'closing', 'remark', 'event']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Theory of Constraints: Why We Do It,"['tesseract', 'toc', 'subject', 'matter', 'expert', 'goldratt', 'consulting', 'mr', 'sridhar', 'chandra', 'discus', 'behind', 'toc']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
AcidRain | A Modem Wiper Rains Down on Europe,"['article', 'describes', 'technical', 'detail', 'cyber', 'attack', 'occurred', 'start', 'armed', 'conflict', 'type', 'attack', 'likely', 'relevant', 'armed', 'conflict', 'come', 'executive', 'summary', 'article', 'thursday', 'february', '24th', '2022', 'cyber', 'attack', 'rendered', 'viasat', 'ka sat', 'modem', 'inoperable', 'ukraine', 'spillover', 'attack', 'rendered', '5 800', 'enercon', 'wind', 'turbine', 'germany', 'unable', 'communicate', 'remote', 'monitoring', 'control', 'viasat', 'statement', 'wednesday', 'march', '30th', '2022', 'provides', 'somewhat', 'plausible', 'incomplete', 'description', 'attack', 'sentinellabs', 'researcher', 'discovered', 'new', 'malware', 'named', 'acidrain', 'acidrain', 'elf', 'mips', 'malware', 'designed', 'wipe', 'modem', 'router', 'ass', 'medium confidence', 'developmental', 'similarity', 'acidrain', 'vpnfilter', 'stage', '3', 'destructive', 'plugin', '2018', 'fbi', 'department', 'justice', 'attributed', 'vpnfilter', 'campaign', 'russian', 'government', 'acidrain', '7th', 'wiper', 'malware', 'associated', 'russian', 'invasion', 'ukraine', 'update', 'statement', 'disseminated', 'journalist', 'viasat', 'confirmed', 'use', 'acidrain', 'wiper', 'february', '24th', 'attack', 'modem']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1D7XX - NCO ALL CALL 27 JUNE 22,"['purpose', 'call', 'allow', 'transparent', 'dialogue', '1d7xx', 'community', 'career', 'field', 'management', 'team', 'regarding', 'current', 'change', 'happening', 'within', 'cyber', 'training']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Many Russian Cyberattacks Failed in First Months of Ukraine War, Study Says","['recent', 'take', 'russian', 'cyber', 'operation', 'war', 'ukraine', 'article', 'summarizes', 'expands', 'upon', 'microsoft', 'report', 'posted', 'week', 'ago', 'comprehensive', 'cover', 'cyberwar', 'read', 'microsoft', 'report', 'http', 'query prod cms rt microsoft com cms api am binary re50kok', 'includes', 'detail', 'major', 'russian', 'cyber attack', 'launched', 'day', 'invasion', 'targeting', 'viasat', 'satellite', 'communication', 'network', 'attempting', 'use', 'foxblade', 'erase', 'data', 'government', 'network', 'also', 'mention', 'cyber attacks', 'nato', 'country', 'track', 'russian', 'propaganda', 'usage', 'u', 'discus', 'large', 'number', 'thwarted', 'attack', 'despite', 'title', 'many', 'russian', 'cyberattacks', 'also', 'successful', 'ukraine', 'provides', 'example', 'russian', 'cyber', 'information', 'operation', 'used', 'force', 'multiplier', 'conventional', 'military', 'operation']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Reference Architectures vs Solution Architectures,"['video', 'highlight', 'difference', 'gras', 'system', 'solution', 'architecture', 'discus', 'model', 'relate', 'architecture']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Introduction to Government Reference Architecture (GRA),"['introductory', 'video', 'digital', 'engineering', 'video', 'introduce', 'topic', 'government', 'reference', 'architecture', 'shortened', 'gra', 'topic', 'covered', 'video', '1', 'government', 'reference', 'architecture', '2', 'purpose', 'gras', 'benefit', '3', 'would', 'program', 'use', 'gra', 'system', 'acquisition', 'process', 'going', 'discussed', 'video', 'build', 'gra', 'use', 'library', 'gras', 'best', 'suited', 'program', 'gra', 'library', 'later', 'future', 'video', 'cover', 'topic', 'provide', 'detail', 'needed', 'implement', 'gras', 'make', 'best', 'use', 'digital', 'engineering']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Training vs Facilitation,"['video', 'describes', 'difference', 'facilitation', 'training', 'reference', 'northstarfacilitator', '2017', 'february', '7', 'training', 'v', 'facilitation', 'youtube', 'retrieved', 'june', '8', '2022', 'http', 'www youtube com watch', 'v slqr9lkyilc']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SSE Cyber Intermediate Video Series - 2.2 Develop Request for Proposal,"['discus', 'step', 'involved', 'developing', 'system', 'security', 'engineering', 'input', 'request', 'proposal', 'request', 'proposal', 'rfp', 'includes', 'many', 'section', 'component', 'standard', 'format']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Creativity and Innovation Learning Path Acquisition Content,"['document', 'give', 'link', 'content', 'yet', 'avolve', 'get', 'password', 'content']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DAF Cost Savings & ROI,"['cost', 'saving', 'schedule', 'impact', 'existing', 'program', 'presented']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digital Acquisition and Manufacturing Readiness Assessment's, MRA's","['digital', 'acquisition', 'data', 'manufacturing', 'readiness', 'assessment', 'draft', 'contract', 'language', 'made', 'available', 'use', 'defined', 'tailored', 'program', 'alternative', 'benefit', 'employing', 'digital', 'data', 'presented']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digital Campaign ""Quick Start Guide"" V2.0","['recommendation', 'consideration', 'captured', 'quick', 'start', 'guide', 'descriptive', 'prescriptive', 'created', 'enable', 'program', 'identify', 'many', 'facet', 'digital', 'acquisition', 'necessary', 'ensure', 'success', 'throughout', 'acquisition', 'lifecycle']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DAF Digital Maturity Guide v2.0,"['department', 'air', 'force', 'daf', 'lose', 'technological', 'advantage', 'adversary', 'without', 'drastic', 'change', 'acquisition', 'process', 'instructional', 'guide', 'provides', 'narrative', 'support', 'maturity', 'assessment', 'approach', 'employ', 'metric', 'establishing', 'organization', 'progress', 'towards', 'implementing', 'integrated', 'digital', 'environment']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DAF Digital Maturity Matrix Worksheet,"['maturity', 'matrix', 'file', 'used', 'conjunction', 'instructional', 'guide', 'support', 'organization', 'maturity', 'assessment', 'approach', 'employ', 'metric', 'establishing', 'organization', 'progress', 'towards', 'implementing', 'integrated', 'digital', 'environment']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Accelerate Change or Lose,"['air', 'force', 'must', 'accelerate', 'change', 'control', 'exploit', 'air', 'domain', 'standard', 'nation', 'expects', 'requires', 'u', 'change', 'fail', 'adapt', 'risk', 'losing', 'certainty', 'defended', 'national', 'interest', 'decade', 'risk', 'losing', 'high end', 'fight', 'risk', 'losing', 'quality', 'airman', 'credibility', 'ability', 'secure', 'future', 'must', 'move', 'purpose', 'must', 'accelerate', 'change', 'lose', 'strategic', 'approach', 'outlined', 'paper', 'result', 'detailed', 'assessment', 'outline', 'air', 'force', 'must', 'accelerate', 'change', 'order', 'remain', 'dominant', 'respected', 'air', 'force', 'world']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Start with ""Why"", How Great Leaders Inspire Action","['great', 'leader', 'inspire', 'action', 'many', 'way', 'initiate', 'desired', 'result', 'listen', 'mr', 'sinek', 'providing', 'successful', 'unsuccessful', 'example', 'inspiring', 'action', 'based', 'well', 'worth', 'time', '18', 'minute']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Communication Workshop Conflict Management ,"['communication', 'workshop', 'conflict', 'management']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SSE Cyber Intermediate Video Series - 2.3 & 2.4 Programmatic Plans & Risk Analysis,"['discus', 'step', 'involved', 'developing', 'programmatic', 'plan', 'risk', 'assessment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Dare to Disagree,"['http', 'www youtube com watch', 'v py kd46rfve', 'tedtalksdirector', '2012', 'august', '6', 'dare', 'disagree', 'margaret', 'heffernan', 'youtube', 'retrieved', 'june', '6', '2022', 'http', 'www youtube com watch', 'v py kd46rfve']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MBSE - Benefits over Documents – MIT 79894,"['depicts', 'value', 'system', 'engineering', 'time', 'transitioning', 'model', 'based', 'system', 'engineering', 'environment', 'create', 'maintain', 'configuration', 'control', 'single', 'source', 'truth', 'specific', 'item', 'system']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Boeing T-X: Designed with Maintainers in Mind,"['short', '2', 'minute', 'video', 'impact', 'aircraft', 'maintainer', 'bring', 'influencing', 'design', 'positively', 'impact', 'lifecycle', 'sustainment', 'operational', 'readiness']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Conflict Resolution Techniques for Facilitators,"['conflict', 'resolution', 'technique', 'facilitator', 'curriculum', 'leadership', 'institute', '2017', 'january', '3', 'retrieved', 'june', '6', '2022', 'http', 'cliweb org conflict resolution techniques facilitators']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21A CFM Fireside Chat Slides - Enhanced Leadership Development (Aug '22),"['august', '21a', 'cfm', 'fireside', 'chat', 'slide', 'highlight', 'effort', 'making', 'develop', 'competency', 'build', 'strong', 'positive', 'culture', 'support', 'healthy', 'high', 'performing', 'team', 'enhancement', '21a', 'education', 'training', 'include', '21a', 'cfetp', 'ocm', 'afit', 'ammo', 'aflos', 'amoc', 'moic', 'video', 'fireside', 'chat', 'also', 'posted', 'avolve']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Using Linear Feedback Shift Registers (LSFR) encryption to secure Data Distribution Service (DDS),"['object', 'management', 'group', 'omg', 'specification', 'data', 'distribution', 'system', 'dd', 'requires', 'security', 'current', 'dd', 'security', 'option', 'increase', 'system', 'latency', 'decrease', 'throughput', 'varying', 'amount', 'linear', 'feedback', 'shift', 'register', 'lfsr', 'encryption', 'quicker', 'method', 'encryption', 'compared', 'advanced', 'encryption', 'standard', 'aes', 'encryption', 'commonly', 'used', 'way', 'secure', 'dd', 'implementation', 'lfsr', 'encryption', 'made', 'secure', 'modern', 'encryption', 'standard', 'implemented', 'software', 'hardware', 'suggest', 'using', 'lfsr', 'method', 'alternating', 'step', 'generator', 'asg', 'provide', 'encryption', 'security', 'modern', 'attack', 'paper', 'propose', 'new', 'decentralized', 'way', 'securing', 'dd', 'implementation', 'using', 'asg', 'lfsr', 'encryption', 'reduce', 'impact', 'dd', 'performance', 'caused', 'current', 'aes', 'based', 'security', 'option']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Introduction to Cybersecurity in Space,"['brief', 'presentation', 'introducing', 'viewer', 'concept', 'current', 'event', 'regarding', 'cybersecurity', 'space']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
An Introduction to AI Application to Cybersecurity,"['presentation', 'give', 'brief', 'introduction', 'ai', 'concrete', 'example', 'explains', 'application', 'ai', 'cybersecurity', '2022', 'discus', 'current', 'ai', 'limitation']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SSE Cyber Intermediate Video Series - 3.1 Ensure Proposal includes Requirements & Deliverables,"['brief', 'video', 'discus', 'activity', 'occur', 'contract', 'award']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SSE Cyber Intermediate Video Series - 4.0 & 5.0 Overview of Post-Contract Award Activities,"['overview', 'video', 'look', 'overall', 'flow', 'wb', '4 0', 'wb', '5 0', 'phase', 'explain', 'iterative', 'nature', 'step', 'involved', 'program', 'execution', 'program', 'technical', 'review']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Using Linear Feedback Shift Registers (LSFR) encryption to secure Data Distribution Service (DDS),"['object', 'management', 'group', 'omg', 'specification', 'data', 'distribution', 'system', 'dd', 'requires', 'security', 'current', 'dd', 'security', 'option', 'increase', 'system', 'latency', 'decrease', 'throughput', 'varying', 'amount', 'linear', 'feedback', 'shift', 'register', 'lfsr', 'encryption', 'quicker', 'method', 'encryption', 'compared', 'advanced', 'encryption', 'standard', 'aes', 'encryption', 'commonly', 'used', 'way', 'secure', 'dd', 'implementation', 'lfsr', 'encryption', 'made', 'secure', 'modern', 'encryption', 'standard', 'implemented', 'software', 'hardware', 'suggest', 'using', 'lfsr', 'method', 'alternating', 'step', 'generator', 'asg', 'provide', 'encryption', 'security', 'modern', 'attack', 'paper', 'propose', 'new', 'decentralized', 'way', 'securing', 'dd', 'implementation', 'using', 'asg', 'lfsr', 'encryption', 'reduce', 'impact', 'dd', 'performance', 'caused', 'current', 'aes', 'based', 'security', 'option']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Defense Acquisition University,"['learning', 'asset', 'meant', 'help', 'develop', 'manage', 'acquisition', 'program', 'project', 'system', 'continue', 'make', 'nation', 'warfighters', 'best equipped', 'armed', 'force', 'world']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Challenge of Cracking Iran’s Internet Blockade,"['article', 'detail', 'hardship', 'endured', 'iranian', 'citizen', 'recent', 'protest', 'reaction', 'death', '22 year old', 'mahsa', 'amini', 'iranian', 'government', 'seems', 'severely', 'limiting', 'citizen', 'internet', 'access', 'medium', 'communication', 'source', 'way', 'limit', 'flow', 'information', 'iran', 'rest', 'world', 'judgement', 'well', 'block', 'fact', 'based', 'information', 'criticism', 'coming', 'iran', 'dod', 'vested', 'interest', 'problem', 'iran', 'one', 'number', 'authoritarian', 'state', 'implementing', 'similar', 'tactic', 'limit', 'citizen', 'access', 'information', 'lesson', 'learned', 'iran', 'could', 'lead', 'future', 'liberation', 'information', 'could', 'serve', 'dod', 'interest', 'creating', 'internal', 'opposition', 'conflict', 'state', 'additionally', 'idea', 'free', 'information', 'american', 'ideal', 'government', 'always', 'interest', 'preserving', 'globally', 'dod', 'one', 'possible', 'instrument', 'ensuring', 'survival', 'freedom', 'worldwide']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Executive Order 12333,"['text', 'executive', 'order', '12333']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Goldwater Nichols DOD Reorganization Act of 1986,"['text', 'goldwater', 'nichols', 'dod', 'reorganization', 'act', '1986']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Foreign Intelligence Surveillance Act of 1978 (FISA),"['text', 'foreign', 'intelligence', 'surveillance', 'act', '1978', 'fisa']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Analytic Worksheet,"['downloadable', 'copy', 'analytic', 'worksheet', 'use']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JP 2-01: Joint and National Intelligence Support to Military Operations,"['publication', 'provides', 'doctrine', 'joint', 'national', 'intelligence', 'product', 'service', 'assessment', 'support', 'joint', 'military', 'operation']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
JP 2-0: Joint Intelligence,"['publication', 'keystone', 'document', 'joint', 'intelligence', 'provides', 'doctrinal', 'foundation', 'fundamental', 'principle', 'guide', 'joint', 'national', 'intelligence', 'product', 'service', 'assessment', 'support', 'joint', 'operation']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
JP 2-03: Geospatial Intelligence in Joint Operations,"['publication', 'provides', 'doctrine', 'conducting', 'geospatial', 'intelligence', 'geoint', 'across', 'range', 'military', 'operation', 'describes', 'geoint', 'organization', 'role', 'responsibility', 'operational', 'process', 'support', 'planning', 'execution', 'joint', 'operation']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
JP 2-01.3: Joint Intelligence Preparation of the Operational Environment,"['publication', 'provides', 'doctrine', 'conducting', 'joint', 'intelligence', 'preparation', 'operational', 'environment', 'oe', 'across', 'range', 'military', 'operation', 'describes', 'process', 'analyze', 'adversary', 'relevant', 'aspect', 'oe', 'order', 'identify', 'possible', 'course', 'action', 'support', 'joint', 'operation', 'planning', 'execution', 'assessment']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Intelligence Community Markings System Register and Manual,"['publication', 'provides', 'authorized', 'classification', 'control', 'marking', 'value', 'standardized', 'structure', 'format', 'applying', 'classification', 'control', 'marking', 'intelligence', 'intelligence', 'related', 'information']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"DoDI 5105.58 Measurement and Signature Intelligence (MASINT) April 22, 2009","['instruction', 'reissue', 'dod', 'instruction', 'dodi', '5105 58', 'reference', 'establish', 'policy', 'assign', 'responsibility', 'provide', 'instruction', 'masint', 'management', 'accordance', 'authority', 'dod', 'directive', 'dodd', '5143 01', 'reference', 'b', 'consistent', 'dodd', '5105 21', 'reference', 'c']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DoD Directive 5240.02: Counterintelligence (CI),"['directive', 'establishes', 'policy', 'assigns', 'responsibility', 'conducting', 'ci', 'activity', 'reporting', 'ci', 'information', 'congress', 'secretary', 'defense', 'secretary', 'defense', 'intelligence', 'usd', 'accordance', 'dodd', '5143 01', 'reference', 'b']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
 DoDI 3115.12: Open Source Intelligence (OSINT),"['establishes', 'policy', 'assigns', 'responsibility', 'prescribes', 'procedure', 'osint', 'operation', 'within', 'department', 'defense', 'accordance', 'authority', 'dod', 'directive', 'dodd', '5143 01', 'reference', 'responsibility', 'pursuant', 'dodd', '5105 21', 'reference', 'b']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DoDI 3115.15: Geospatial Intelligence (GEOINT),"['establishes', 'policy', 'assigns', 'responsibility', 'provides', 'guidance', 'geoint', 'operation', 'within', 'dod', 'accordance', 'authority', 'dod', 'directive', 'dodd', '5143 01', 'reference', 'dodd', '5105 60', 'reference', 'b']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
